FundingInstrumentGaLevel1,AmountGranted,FundingInstrumentGaReporting,FundingInstrumentGaReporting_De,FundingInstrumentGaReporting_Fr
Programmes,2336694,Sinergia,Sinergia,Sinergia
Project funding,720000,Project funding (Div. I-III),Projektförderung (Abt. I-III),Encouragement de projets (Div. I-III)
Project funding,3960000,Project funding (special),Projektförderung (spezial),Encouragement de projets (spécial)
Programmes,2489378,Sinergia,Sinergia,Sinergia
Programmes,1900944,Sinergia,Sinergia,Sinergia
Programmes,158495,COST (European Cooperation in Science and Technology),COST (European Cooperation in Science and Technology),COST (European Cooperation in Science and Technology)
Programmes,219763,ERA-NET,ERA-NET,ERA-NET
Programmes,349999,Bilateral programmes,Bilaterale Programme,Programmes bilatéraux
Programmes,268530,ERA-NET,ERA-NET,ERA-NET
Project funding,797475,Project funding (Div. I-III),Projektförderung (Abt. I-III),Encouragement de projets (Div. I-III)
Careers,918480,Ambizione,Ambizione,Ambizione
Careers,884195,Ambizione,Ambizione,Ambizione
Careers,943485,Ambizione,Ambizione,Ambizione
Careers,114383,Fellowships,Stipendien,Bourses 
Careers,230009,Doc.CH,Doc.CH,Doc.CH
Careers,233009,Doc.CH,Doc.CH,Doc.CH
Careers,220445,Doc.CH,Doc.CH,Doc.CH
Careers,199772,Doc.CH,Doc.CH,Doc.CH
Programmes,1550640,Bridge - Discovery,Bridge - Discovery,Bridge - Discovery
Programmes,1200000,Bridge - Discovery,Bridge - Discovery,Bridge - Discovery
Programmes,129983,Bridge - Proof of Concept,Bridge - Proof of Concept,Bridge - Proof of Concept
Careers,354759,Doc.CH (until 2020),Doc.CH (bis 2020),Doc.CH (jusqu'en 2020)
Project funding,551668,Project funding (Div. I-III),Projektförderung (Abt. I-III),Encouragement de projets (Div. I-III)
Project funding,93398,Project funding (Div. I-III),Projektförderung (Abt. I-III),Encouragement de projets (Div. I-III)
Programmes,349009,Bilateral programmes,Bilaterale Programme,Programmes bilatéraux
Project funding,681000,Project funding (Div. I-III),Projektförderung (Abt. I-III),Encouragement de projets (Div. I-III)
Project funding,644159,Project funding (Div. I-III),Projektförderung (Abt. I-III),Encouragement de projets (Div. I-III)
Project funding,609000,Project funding (Div. I-III),Projektförderung (Abt. I-III),Encouragement de projets (Div. I-III)
Project funding,497723,Project funding (Div. I-III),Projektförderung (Abt. I-III),Encouragement de projets (Div. I-III)
Project funding,405207,Project funding (Div. I-III),Projektförderung (Abt. I-III),Encouragement de projets (Div. I-III)
Project funding,26027,Project funding (Div. I-III),Projektförderung (Abt. I-III),Encouragement de projets (Div. I-III)
Project funding,29419,Project funding (Div. I-III),Projektförderung (Abt. I-III),Encouragement de projets (Div. I-III)
Project funding,252126,Project funding (Div. I-III),Projektförderung (Abt. I-III),Encouragement de projets (Div. I-III)
Science communication,10188,Open Access Books,Open Access Bücher,Open Access Livres
Science communication,8686,Open Access Books,Open Access Bücher,Open Access Livres
Science communication,5000,Open Access Books,Open Access Bücher,Open Access Livres
Science communication,18000,Open Access Books,Open Access Bücher,Open Access Livres
Science communication,13000,Open Access Books,Open Access Bücher,Open Access Livres
Science communication,16233,Open Access Books,Open Access Bücher,Open Access Livres
Science communication,8633,Open Access Books,Open Access Bücher,Open Access Livres
Science communication,14452,Open Access Books,Open Access Bücher,Open Access Livres
Science communication,8500,Open Access Books,Open Access Bücher,Open Access Livres
Science communication,10911,Open Access Books,Open Access Bücher,Open Access Livres
Science communication,1869,Open Access Books,Open Access Bücher,Open Access Livres
Science communication,11835,Open Access Books,Open Access Bücher,Open Access Livres
Science communication,14863,Open Access Books,Open Access Bücher,Open Access Livres
Science communication,8800,Open Access Books,Open Access Bücher,Open Access Livres
Science communication,15000,Open Access Books,Open Access Bücher,Open Access Livres
Science communication,19000,Open Access Books,Open Access Bücher,Open Access Livres
Science communication,9923,Open Access Books,Open Access Bücher,Open Access Livres
Science communication,13750,Open Access Books,Open Access Bücher,Open Access Livres
Project funding,621808,Project funding (Div. I-III),Projektförderung (Abt. I-III),Encouragement de projets (Div. I-III)
Science communication,13730,Open Access Books,Open Access Bücher,Open Access Livres
Science communication,6507,Open Access Books,Open Access Bücher,Open Access Livres
Science communication,21000,Open Access Books,Open Access Bücher,Open Access Livres
Science communication,13123,Open Access Books,Open Access Bücher,Open Access Livres
Science communication,11765,Open Access Books,Open Access Bücher,Open Access Livres
Science communication,7995,Open Access Books,Open Access Bücher,Open Access Livres
Careers,702976,SNSF Professorships,SNF-Förderungsprofessuren,Professeurs boursiers FNS
Careers,799826,SNSF Professorships,SNF-Förderungsprofessuren,Professeurs boursiers FNS
Programmes,202600,Bilateral programmes,Bilaterale Programme,Programmes bilatéraux
Programmes,3185000,Sinergia,Sinergia,Sinergia
Careers,1791525,Eccellenza,Eccellenza,Eccellenza
Programmes,130000,Bridge - Proof of Concept,Bridge - Proof of Concept,Bridge - Proof of Concept
Careers,96534,Fellowships,Stipendien,Bourses 
Careers,124000,Fellowships,Stipendien,Bourses 
Careers,110000,Fellowships,Stipendien,Bourses 
Careers,80750,Fellowships,Stipendien,Bourses 
Careers,110000,Fellowships,Stipendien,Bourses 
Careers,62560,Fellowships,Stipendien,Bourses 
Science communication,2187,Open Access Article,Open Access Artikel,Open Access Article
Science communication,2112,Open Access Article,Open Access Artikel,Open Access Article
Science communication,1550,Open Access Article,Open Access Artikel,Open Access Article
Careers,124000,Fellowships,Stipendien,Bourses 
Careers,61200,Fellowships,Stipendien,Bourses 
Careers,111583,Fellowships,Stipendien,Bourses 
Careers,124000,Fellowships,Stipendien,Bourses 
Careers,120300,Fellowships,Stipendien,Bourses 
Careers,111000,Fellowships,Stipendien,Bourses 
Careers,105250,Fellowships,Stipendien,Bourses 
Careers,110600,Fellowships,Stipendien,Bourses 
Careers,125150,Fellowships,Stipendien,Bourses 
Careers,122600,Fellowships,Stipendien,Bourses 
Careers,118060,Fellowships,Stipendien,Bourses 
Careers,122600,Fellowships,Stipendien,Bourses 
Careers,116000,Fellowships,Stipendien,Bourses 
Careers,108000,Fellowships,Stipendien,Bourses 
Careers,181000,Fellowships,Stipendien,Bourses 
Careers,149100,Fellowships,Stipendien,Bourses 
Careers,110000,Fellowships,Stipendien,Bourses 
Careers,115300,Fellowships,Stipendien,Bourses 
Careers,72600,Fellowships,Stipendien,Bourses 
Careers,86850,Fellowships,Stipendien,Bourses 
Careers,111200,Fellowships,Stipendien,Bourses 
Careers,83100,Fellowships,Stipendien,Bourses 
Careers,98000,Fellowships,Stipendien,Bourses 
Careers,50842,Fellowships,Stipendien,Bourses 
Careers,124000,Fellowships,Stipendien,Bourses 
Careers,91500,Fellowships,Stipendien,Bourses 
Careers,96600,Fellowships,Stipendien,Bourses 
Careers,111800,Fellowships,Stipendien,Bourses 
Careers,116600,Fellowships,Stipendien,Bourses 
Careers,147650,Fellowships,Stipendien,Bourses 
Science communication,2802,Open Access Article,Open Access Artikel,Open Access Article
Science communication,1895,Open Access Article,Open Access Artikel,Open Access Article
Science communication,2635,Open Access Article,Open Access Artikel,Open Access Article
Science communication,2937,Open Access Article,Open Access Artikel,Open Access Article
Science communication,5352,Open Access Article,Open Access Artikel,Open Access Article
Science communication,1276,Open Access Article,Open Access Artikel,Open Access Article
Science communication,700,Open Access Article,Open Access Artikel,Open Access Article
Science communication,5380,Open Access Article,Open Access Artikel,Open Access Article
Science communication,2300,Open Access Article,Open Access Artikel,Open Access Article
Careers,94600,Fellowships,Stipendien,Bourses 
Careers,107000,Fellowships,Stipendien,Bourses 
Careers,114800,Fellowships,Stipendien,Bourses 
Programmes,129999,Bridge - Proof of Concept,Bridge - Proof of Concept,Bridge - Proof of Concept
Programmes,127000,Bridge - Proof of Concept,Bridge - Proof of Concept,Bridge - Proof of Concept
Careers,189900,MD-PhD fellowships,MD-PhD-Stipendien,Bourses MD-PhD
Science communication,14755,Open Access Books,Open Access Bücher,Open Access Livres
Science communication,9840,Open Access Books,Open Access Bücher,Open Access Livres
Science communication,17000,Open Access Books,Open Access Bücher,Open Access Livres
Science communication,16000,Open Access Books,Open Access Bücher,Open Access Livres
Science communication,20500,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges
Project funding,834000,Project funding (Div. I-III),Projektförderung (Abt. I-III),Encouragement de projets (Div. I-III)
Project funding,794877,Project funding (Div. I-III),Projektförderung (Abt. I-III),Encouragement de projets (Div. I-III)
Project funding,846623,Project funding (Div. I-III),Projektförderung (Abt. I-III),Encouragement de projets (Div. I-III)
Project funding,221472,Project funding (Div. I-III),Projektförderung (Abt. I-III),Encouragement de projets (Div. I-III)
Careers,162118,Doc.CH,Doc.CH,Doc.CH
Careers,153807,Doc.CH,Doc.CH,Doc.CH
Careers,252280,Doc.CH,Doc.CH,Doc.CH
Careers,264960,Doc.CH (until 2020),Doc.CH (bis 2020),Doc.CH (jusqu'en 2020)
Careers,216752,Doc.CH (until 2020),Doc.CH (bis 2020),Doc.CH (jusqu'en 2020)
Careers,260639,Doc.CH,Doc.CH,Doc.CH
Science communication,92452,Agora,Agora,Agora
Programmes,341050,Bilateral programmes,Bilaterale Programme,Programmes bilatéraux
Programmes,254386,ERA-NET,ERA-NET,ERA-NET
Careers,800000,SNSF Professorships,SNF-Förderungsprofessuren,Professeurs boursiers FNS
Careers,755989,SNSF Professorships,SNF-Förderungsprofessuren,Professeurs boursiers FNS
Project funding,789130,Project funding (Div. I-III),Projektförderung (Abt. I-III),Encouragement de projets (Div. I-III)
Programmes,342335,Bilateral programmes,Bilaterale Programme,Programmes bilatéraux
Programmes,249997,Bilateral programmes,Bilaterale Programme,Programmes bilatéraux
Programmes,349988,Bilateral programmes,Bilaterale Programme,Programmes bilatéraux
Programmes,350000,Bilateral programmes,Bilaterale Programme,Programmes bilatéraux
Careers,920689,Ambizione,Ambizione,Ambizione
Careers,930449,Ambizione,Ambizione,Ambizione
Careers,865757,Ambizione,Ambizione,Ambizione
Careers,768773,Ambizione,Ambizione,Ambizione
Science communication,18000,Open Access Books,Open Access Bücher,Open Access Livres
Science communication,20000,Open Access Books,Open Access Bücher,Open Access Livres
Science communication,5000,Open Access Books,Open Access Bücher,Open Access Livres
Careers,1109428,PRIMA,PRIMA,PRIMA
Science communication,49998,Agora,Agora,Agora
Project funding,1054699,Project funding (Div. I-III),Projektförderung (Abt. I-III),Encouragement de projets (Div. I-III)
Project funding,1212359,Project funding (Div. I-III),Projektförderung (Abt. I-III),Encouragement de projets (Div. I-III)
Project funding,543101,Project funding (Div. I-III),Projektförderung (Abt. I-III),Encouragement de projets (Div. I-III)
Project funding,908000,Project funding (Div. I-III),Projektförderung (Abt. I-III),Encouragement de projets (Div. I-III)
Project funding,707649,Project funding (Div. I-III),Projektförderung (Abt. I-III),Encouragement de projets (Div. I-III)
Project funding,627486,Project funding (Div. I-III),Projektförderung (Abt. I-III),Encouragement de projets (Div. I-III)
Project funding,295350,Project funding (Div. I-III),Projektförderung (Abt. I-III),Encouragement de projets (Div. I-III)
Project funding,1136699,Project funding (Div. I-III),Projektförderung (Abt. I-III),Encouragement de projets (Div. I-III)
Careers,800000,SNSF Professorships,SNF-Förderungsprofessuren,Professeurs boursiers FNS
Careers,796492,SNSF Professorships,SNF-Förderungsprofessuren,Professeurs boursiers FNS
Careers,797065,SNSF Professorships,SNF-Förderungsprofessuren,Professeurs boursiers FNS
Project funding,632000,Project funding (Div. I-III),Projektförderung (Abt. I-III),Encouragement de projets (Div. I-III)
Careers,693639,Ambizione,Ambizione,Ambizione
Careers,820622,Ambizione,Ambizione,Ambizione
Science communication,14760,Open Access Books,Open Access Bücher,Open Access Livres
Science communication,12460,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges
Project funding,632000,Project funding (Div. I-III),Projektförderung (Abt. I-III),Encouragement de projets (Div. I-III)
Science communication,15000,Open Access Books,Open Access Bücher,Open Access Livres
Science communication,4055,Open Access Books,Open Access Bücher,Open Access Livres
Infrastructure,194172,R'EQUIP,R'EQUIP,R'EQUIP
Infrastructure,630090,R'EQUIP,R'EQUIP,R'EQUIP
Science communication,199702,Agora,Agora,Agora
Project funding,632000,Project funding (Div. I-III),Projektförderung (Abt. I-III),Encouragement de projets (Div. I-III)
Careers,109330,Fellowships,Stipendien,Bourses 
Programmes,2544592,Sinergia,Sinergia,Sinergia
Careers,433106,SNSF Professorships,SNF-Förderungsprofessuren,Professeurs boursiers FNS
Project funding,632000,Project funding (Div. I-III),Projektförderung (Abt. I-III),Encouragement de projets (Div. I-III)
Programmes,319284,ERA-NET,ERA-NET,ERA-NET
Careers,235364,Doc.CH (until 2020),Doc.CH (bis 2020),Doc.CH (jusqu'en 2020)
Careers,860661,Ambizione,Ambizione,Ambizione
Careers,895798,Ambizione,Ambizione,Ambizione
Careers,606156,Ambizione,Ambizione,Ambizione
Project funding,564251,Project funding (Div. I-III),Projektförderung (Abt. I-III),Encouragement de projets (Div. I-III)
Careers,892020,Ambizione,Ambizione,Ambizione
Project funding,1100000,Project funding (Div. I-III),Projektförderung (Abt. I-III),Encouragement de projets (Div. I-III)
Project funding,812000,Project funding (Div. I-III),Projektförderung (Abt. I-III),Encouragement de projets (Div. I-III)
Careers,106252,Fellowships,Stipendien,Bourses 
Project funding,2067320,Project funding (Div. I-III),Projektförderung (Abt. I-III),Encouragement de projets (Div. I-III)
Careers,111081,Fellowships,Stipendien,Bourses 
Careers,111702,Fellowships,Stipendien,Bourses 
Project funding,667216,Project funding (Div. I-III),Projektförderung (Abt. I-III),Encouragement de projets (Div. I-III)
Science communication,25000,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges
Project funding,393833,Project funding (Div. I-III),Projektförderung (Abt. I-III),Encouragement de projets (Div. I-III)
Project funding,486928,Project funding (Div. I-III),Projektförderung (Abt. I-III),Encouragement de projets (Div. I-III)
Project funding,152116,Project funding (Div. I-III),Projektförderung (Abt. I-III),Encouragement de projets (Div. I-III)
Project funding,322287,Project funding (Div. I-III),Projektförderung (Abt. I-III),Encouragement de projets (Div. I-III)
Science communication,12350,Open Access Books,Open Access Bücher,Open Access Livres
Science communication,24000,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges
Programmes,130000,Bridge - Proof of Concept,Bridge - Proof of Concept,Bridge - Proof of Concept
Programmes,348964,Bilateral programmes,Bilaterale Programme,Programmes bilatéraux
Programmes,348964,Bilateral programmes,Bilaterale Programme,Programmes bilatéraux
Programmes,499265,SPIRIT,SPIRIT,SPIRIT
Programmes,240000,COST (European Cooperation in Science and Technology),COST (European Cooperation in Science and Technology),COST (European Cooperation in Science and Technology)
Programmes,2721271,Sinergia,Sinergia,Sinergia
Project funding,720000,Project funding (Div. I-III),Projektförderung (Abt. I-III),Encouragement de projets (Div. I-III)
Project funding,995752,Project funding (Div. I-III),Projektförderung (Abt. I-III),Encouragement de projets (Div. I-III)
Project funding,378287,Project funding (Div. I-III),Projektförderung (Abt. I-III),Encouragement de projets (Div. I-III)
Project funding,755000,Project funding (Div. I-III),Projektförderung (Abt. I-III),Encouragement de projets (Div. I-III)
Careers,237264,Doc.CH (until 2020),Doc.CH (bis 2020),Doc.CH (jusqu'en 2020)
Careers,229464,Doc.CH (until 2020),Doc.CH (bis 2020),Doc.CH (jusqu'en 2020)
Careers,108252,Fellowships,Stipendien,Bourses 
Project funding,930272,Project funding (Div. I-III),Projektförderung (Abt. I-III),Encouragement de projets (Div. I-III)
Careers,796455,SNSF Professorships,SNF-Förderungsprofessuren,Professeurs boursiers FNS
Careers,154736,SNSF Professorships,SNF-Förderungsprofessuren,Professeurs boursiers FNS
Project funding,720000,Project funding (Div. I-III),Projektförderung (Abt. I-III),Encouragement de projets (Div. I-III)
Project funding,812000,Project funding (Div. I-III),Projektförderung (Abt. I-III),Encouragement de projets (Div. I-III)
Project funding,824480,Project funding (Div. I-III),Projektförderung (Abt. I-III),Encouragement de projets (Div. I-III)
Programmes,322964,Bilateral programmes,Bilaterale Programme,Programmes bilatéraux
Programmes,326564,Bilateral programmes,Bilaterale Programme,Programmes bilatéraux
Programmes,300279,Bilateral programmes,Bilaterale Programme,Programmes bilatéraux
Programmes,232292,ERA-NET,ERA-NET,ERA-NET
Careers,1517542,PRIMA,PRIMA,PRIMA
Science communication,11005,Open Access Books,Open Access Bücher,Open Access Livres
Careers,189900,MD-PhD fellowships,MD-PhD-Stipendien,Bourses MD-PhD
Project funding,904000,Project funding (Div. I-III),Projektförderung (Abt. I-III),Encouragement de projets (Div. I-III)
Programmes,350000,Bilateral programmes,Bilaterale Programme,Programmes bilatéraux
Programmes,346889,Bilateral programmes,Bilaterale Programme,Programmes bilatéraux
Project funding,589006,Project funding (Div. I-III),Projektförderung (Abt. I-III),Encouragement de projets (Div. I-III)
Programmes,319514,COST (European Cooperation in Science and Technology),COST (European Cooperation in Science and Technology),COST (European Cooperation in Science and Technology)
Programmes,3085905,Sinergia,Sinergia,Sinergia
Careers,292310,Ambizione,Ambizione,Ambizione
Programmes,129250,Bridge - Proof of Concept,Bridge - Proof of Concept,Bridge - Proof of Concept
Careers,636417,Ambizione,Ambizione,Ambizione
Programmes,249700,Bilateral programmes,Bilaterale Programme,Programmes bilatéraux
Project funding,1182445,Project funding (Div. I-III),Projektförderung (Abt. I-III),Encouragement de projets (Div. I-III)
Infrastructure,988500,R'EQUIP,R'EQUIP,R'EQUIP
Science communication,23920,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges
Careers,244129,Doc.CH,Doc.CH,Doc.CH
Careers,1323433,PRIMA,PRIMA,PRIMA
Careers,1436191,PRIMA,PRIMA,PRIMA
Careers,1435879,PRIMA,PRIMA,PRIMA
Careers,1369391,PRIMA,PRIMA,PRIMA
Careers,946382,PRIMA,PRIMA,PRIMA
Science communication,49840,Agora,Agora,Agora
Science communication,50000,Agora,Agora,Agora
Science communication,38310,Agora,Agora,Agora
Project funding,1401734,Project funding (Div. I-III),Projektförderung (Abt. I-III),Encouragement de projets (Div. I-III)
Project funding,1033856,Project funding (Div. I-III),Projektförderung (Abt. I-III),Encouragement de projets (Div. I-III)
Project funding,812000,Project funding (Div. I-III),Projektförderung (Abt. I-III),Encouragement de projets (Div. I-III)
Project funding,545532,Project funding (Div. I-III),Projektförderung (Abt. I-III),Encouragement de projets (Div. I-III)
Project funding,225009,Project funding (Div. I-III),Projektförderung (Abt. I-III),Encouragement de projets (Div. I-III)
Project funding,1164656,Project funding (Div. I-III),Projektförderung (Abt. I-III),Encouragement de projets (Div. I-III)
Project funding,570018,Project funding (Div. I-III),Projektförderung (Abt. I-III),Encouragement de projets (Div. I-III)
Project funding,468609,Project funding (Div. I-III),Projektförderung (Abt. I-III),Encouragement de projets (Div. I-III)
Project funding,908000,Project funding (Div. I-III),Projektförderung (Abt. I-III),Encouragement de projets (Div. I-III)
Project funding,931550,Project funding (Div. I-III),Projektförderung (Abt. I-III),Encouragement de projets (Div. I-III)
Project funding,453010,Project funding (Div. I-III),Projektförderung (Abt. I-III),Encouragement de projets (Div. I-III)
Project funding,520000,Project funding (Div. I-III),Projektförderung (Abt. I-III),Encouragement de projets (Div. I-III)
Project funding,494129,Project funding (Div. I-III),Projektförderung (Abt. I-III),Encouragement de projets (Div. I-III)
Infrastructure,537677,FLARE,FLARE,FLARE
Project funding,784818,Project funding (Div. I-III),Projektförderung (Abt. I-III),Encouragement de projets (Div. I-III)
Project funding,474000,Project funding (Div. I-III),Projektförderung (Abt. I-III),Encouragement de projets (Div. I-III)
Project funding,812000,Project funding (Div. I-III),Projektförderung (Abt. I-III),Encouragement de projets (Div. I-III)
Project funding,1060103,Project funding (Div. I-III),Projektförderung (Abt. I-III),Encouragement de projets (Div. I-III)
Project funding,620000,Project funding (Div. I-III),Projektförderung (Abt. I-III),Encouragement de projets (Div. I-III)
Project funding,480018,Project funding (Div. I-III),Projektförderung (Abt. I-III),Encouragement de projets (Div. I-III)
Project funding,762903,Project funding (Div. I-III),Projektförderung (Abt. I-III),Encouragement de projets (Div. I-III)
Project funding,393325,Project funding (Div. I-III),Projektförderung (Abt. I-III),Encouragement de projets (Div. I-III)
Project funding,465001,Project funding (Div. I-III),Projektförderung (Abt. I-III),Encouragement de projets (Div. I-III)
Project funding,1294773,Project funding (Div. I-III),Projektförderung (Abt. I-III),Encouragement de projets (Div. I-III)
Project funding,451968,Project funding (Div. I-III),Projektförderung (Abt. I-III),Encouragement de projets (Div. I-III)
Project funding,741377,Project funding (Div. I-III),Projektförderung (Abt. I-III),Encouragement de projets (Div. I-III)
Project funding,1002238,Project funding (Div. I-III),Projektförderung (Abt. I-III),Encouragement de projets (Div. I-III)
Project funding,271409,Project funding (Div. I-III),Projektförderung (Abt. I-III),Encouragement de projets (Div. I-III)
Project funding,474760,Project funding (Div. I-III),Projektförderung (Abt. I-III),Encouragement de projets (Div. I-III)
Project funding,1131018,Project funding (Div. I-III),Projektförderung (Abt. I-III),Encouragement de projets (Div. I-III)
Careers,1860067,Eccellenza,Eccellenza,Eccellenza
Science communication,10600,Open Access Books,Open Access Bücher,Open Access Livres
Science communication,15596,Open Access Books,Open Access Bücher,Open Access Livres
Science communication,12722,Open Access Books,Open Access Bücher,Open Access Livres
Science communication,10300,Open Access Books,Open Access Bücher,Open Access Livres
Science communication,15847,Open Access Books,Open Access Bücher,Open Access Livres
Science communication,14247,Open Access Books,Open Access Bücher,Open Access Livres
Careers,1507427,PRIMA,PRIMA,PRIMA
Careers,1586291,PRIMA,PRIMA,PRIMA
Careers,161484,SNSF Professorships,SNF-Förderungsprofessuren,Professeurs boursiers FNS
Careers,779970,SNSF Professorships,SNF-Förderungsprofessuren,Professeurs boursiers FNS
Infrastructure,203820,R'EQUIP,R'EQUIP,R'EQUIP
Careers,135330,Doc.CH (until 2020),Doc.CH (bis 2020),Doc.CH (jusqu'en 2020)
Project funding,958112,Project funding (Div. I-III),Projektförderung (Abt. I-III),Encouragement de projets (Div. I-III)
Careers,744245,Ambizione,Ambizione,Ambizione
Science communication,18958,Open Access Books,Open Access Bücher,Open Access Livres
Science communication,13157,Open Access Books,Open Access Bücher,Open Access Livres
Science communication,15000,Open Access Books,Open Access Bücher,Open Access Livres
Science communication,20017,Open Access Books,Open Access Bücher,Open Access Livres
Careers,126944,Fellowships,Stipendien,Bourses 
Careers,1564789,Eccellenza,Eccellenza,Eccellenza
Project funding,659774,Project funding (Div. I-III),Projektförderung (Abt. I-III),Encouragement de projets (Div. I-III)
Project funding,612033,Project funding (Div. I-III),Projektförderung (Abt. I-III),Encouragement de projets (Div. I-III)
Careers,734350,SNSF Professorships,SNF-Förderungsprofessuren,Professeurs boursiers FNS
Science communication,10180,Open Access Books,Open Access Bücher,Open Access Livres
Science communication,14598,Open Access Books,Open Access Bücher,Open Access Livres
Science communication,8242,Open Access Books,Open Access Bücher,Open Access Livres
Project funding,714685,Project funding (Div. I-III),Projektförderung (Abt. I-III),Encouragement de projets (Div. I-III)
Project funding,880744,Project funding (Div. I-III),Projektförderung (Abt. I-III),Encouragement de projets (Div. I-III)
Science communication,7500,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges
Project funding,876887,Project funding (Div. I-III),Projektförderung (Abt. I-III),Encouragement de projets (Div. I-III)
Careers,172398,Doc.CH (until 2020),Doc.CH (bis 2020),Doc.CH (jusqu'en 2020)
Project funding,462718,Project funding (Div. I-III),Projektförderung (Abt. I-III),Encouragement de projets (Div. I-III)
Science communication,16278,Open Access Books,Open Access Bücher,Open Access Livres
Science communication,13180,Open Access Books,Open Access Bücher,Open Access Livres
Project funding,850336,Project funding (Div. I-III),Projektförderung (Abt. I-III),Encouragement de projets (Div. I-III)
Science communication,4500,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges
Science communication,19000,Open Access Books,Open Access Bücher,Open Access Livres
Project funding,392024,Project funding (Div. I-III),Projektförderung (Abt. I-III),Encouragement de projets (Div. I-III)
Science communication,16839,Open Access Books,Open Access Bücher,Open Access Livres
Project funding,1013483,Project funding (Div. I-III),Projektförderung (Abt. I-III),Encouragement de projets (Div. I-III)
Science communication,6781,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges
Science communication,17402,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges
Science communication,23400,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges
Project funding,859085,Project funding (Div. I-III),Projektförderung (Abt. I-III),Encouragement de projets (Div. I-III)
Project funding,679234,Project funding (Div. I-III),Projektförderung (Abt. I-III),Encouragement de projets (Div. I-III)
Science communication,3800,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges
Project funding,597376,Project funding (Div. I-III),Projektförderung (Abt. I-III),Encouragement de projets (Div. I-III)
Science communication,22200,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges
Science communication,15000,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges
Project funding,320529,Project funding (Div. I-III),Projektförderung (Abt. I-III),Encouragement de projets (Div. I-III)
Project funding,525420,Project funding (Div. I-III),Projektförderung (Abt. I-III),Encouragement de projets (Div. I-III)
Project funding,393715,Project funding (Div. I-III),Projektförderung (Abt. I-III),Encouragement de projets (Div. I-III)
Science communication,9300,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges
Project funding,908000,Project funding (Div. I-III),Projektförderung (Abt. I-III),Encouragement de projets (Div. I-III)
Science communication,14260,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges
Science communication,15500,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges
Science communication,5500,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges
Science communication,6200,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges
Science communication,15000,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges
Science communication,16500,Open Access Books,Open Access Bücher,Open Access Livres
Science communication,15900,Open Access Books,Open Access Bücher,Open Access Livres
Science communication,16500,Open Access Books,Open Access Bücher,Open Access Livres
Science communication,14000,Open Access Books,Open Access Bücher,Open Access Livres
Science communication,8000,Open Access Books,Open Access Bücher,Open Access Livres
Science communication,26600,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges
Science communication,5100,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges
Infrastructure,5041028,FLARE,FLARE,FLARE
Project funding,365644,Project funding (Div. I-III),Projektförderung (Abt. I-III),Encouragement de projets (Div. I-III)
Project funding,273140,Project funding (Div. I-III),Projektförderung (Abt. I-III),Encouragement de projets (Div. I-III)
Project funding,766606,Project funding (Div. I-III),Projektförderung (Abt. I-III),Encouragement de projets (Div. I-III)
Project funding,563266,Project funding (Div. I-III),Projektförderung (Abt. I-III),Encouragement de projets (Div. I-III)
Project funding,324009,Project funding (Div. I-III),Projektförderung (Abt. I-III),Encouragement de projets (Div. I-III)
Careers,1830332,Eccellenza,Eccellenza,Eccellenza
Careers,115377,Fellowships,Stipendien,Bourses 
Project funding,891298,Project funding (Div. I-III),Projektförderung (Abt. I-III),Encouragement de projets (Div. I-III)
Project funding,467875,Project funding (Div. I-III),Projektförderung (Abt. I-III),Encouragement de projets (Div. I-III)
Project funding,923047,Project funding (Div. I-III),Projektförderung (Abt. I-III),Encouragement de projets (Div. I-III)
Careers,1800762,Eccellenza,Eccellenza,Eccellenza
Careers,115377,Fellowships,Stipendien,Bourses 
Project funding,959087,Project funding (Div. I-III),Projektförderung (Abt. I-III),Encouragement de projets (Div. I-III)
Project funding,954527,Project funding (Div. I-III),Projektförderung (Abt. I-III),Encouragement de projets (Div. I-III)
Careers,148497,Doc.CH (until 2020),Doc.CH (bis 2020),Doc.CH (jusqu'en 2020)
Careers,143206,Doc.CH (until 2020),Doc.CH (bis 2020),Doc.CH (jusqu'en 2020)
Project funding,930302,Project funding (Div. I-III),Projektförderung (Abt. I-III),Encouragement de projets (Div. I-III)
Project funding,681000,Project funding (Div. I-III),Projektförderung (Abt. I-III),Encouragement de projets (Div. I-III)
Careers,525933,Ambizione,Ambizione,Ambizione
